;;;;;;Taux EUR/USD:;$1,10;;;;PRIX PUBLIC;;;PRIX PRO;;; PRIX FRANCHISE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Référence;Ref fournisseur;Fournisseur;PRODUITS;Libellé d'origine;UNIT;PMP ACHAT HT $;PMP ACHAT HT €;Port;PAHT+FRAIS;PAHT+FRAIS;PV PUBLIC HT;MARGE % PRIX PUBLIC; PV PUBLIC TTC ;Prix PRO;Remise CLUB;Marge/ PRIX CLUB; Prix FRANCHISE ;Remise FRANCHISE;Marge FRANCHISE;POIDS Net;"POIDSBrut";Famille Produit;Dimensions;Code Compta;Description;Photos;TVA;Code EAN;Date arrivée catalogue;M3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1519;;WOHLSTAND;7 - BARRE DE TRICEPS EN V;;PIECE;$18,00;16,36 €;10%;18,00 €;18,00 €;27,90 €;35,48%; 33,48 € ;22,32 €;-20,00%;19,35%; 20,93 € ;-25,00%;9,46%;;2,8;MUSCULATION;36cm;707600;"Barre de triceps en V, accessoire de tirage pour la musculation. Travail profond des muscles des triceps, poignées avec renforts.Complémentaire dans l'utilisation d'appareils à charge guidée. Idéale pour le travail à la poulie.";;20,00%;3760223790948;août-13;0,004579492;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1521;;WOHLSTAND;8 - DOUBLE POIGNEE ROWING DE TIRAGE DORSAL;;PIECE;$9,68;8,80 €;10%;9,68 €;9,68 €;35,00 €;72,34%; 42,00 € ;29,75 €;-15,00%;67,46%; 28,00 € ;-20,00%;63,61%;;3,75;MUSCULATION;40cm;707600;"Double poignée rowing de tirage dorsal, accessoire de tirage pour la musculation.Travail profond des dorsaux, poignées avec renforts.Complémentaire dans l'utilisation d'appareils à charge guidée. Idéale pour le travail à la poulie.";;20,00%;3760223791457;août-13;0,004579492;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1517;;WOHLSTAND;9 - TRIANGLE DE TIRAGE;;PIECE;$7,20;6,55 €;10%;7,20 €;7,20 €;20,50 €;64,88%; 24,60 € ;17,94 €;-12,50%;59,86%; 16,91 € ;-17,50%;55,19%;;1,8;MUSCULATION;36cm;707600;Triangle de tirage, accessoire de tirage pour la musculation. Travail profond des muscles du dos. Complémentaire dans l'utilisation d'appareils à charge guidée. Idéal pour le travail à la poulie.;;20,00%;3760223791464;août-13;0,01086336;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3397;;RISING;AB SLINGS;AB SLINGS;PAIRE;$6,60;6,00 €;15%;6,90 €;6,90 €;30,00 €;77,00%; 36,00 € ;20,25 €;-32,50%;65,93%; 19,50 € ;-35,00%;62,75%;1,1;1,20;CROSS TRAINING;30 _ 25 _ 5 cm;707600;"Sangles à placer autour des bras pour le soutien lors de l'exécution de certains mouvements de reforcement musculaire type abdominaux en suspension avec levé de genou.";;20,00%;3760223792201;août-14;0,0093366;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;;WOHLSTAND;AB WHEEL;AB WHEEL;PIECE;$2,39;2,17 €;15%;2,50 €;2,50 €;8,69 €;71,25%; 10,43 € ;5,00 €;-42,50%;49,99%; 4,78 € ;-45,00%;44,97%;0,5;0,60;CROSS TRAINING;;707600;Roue fitness permettant un renforcement intéressant et intense de la chaîne antérieure du corps, avec de nombreux exercices de gainage. Développe la force des abdominaux et des bras.;;20,00%;3760223792218;août-13;0,00264915;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2025;;WOHLSTAND;AB WHEEL PRO ;AB WHEEL PRO ;PIECE;$14,07;12,79 €;15%;14,71 €;14,71 €;38,07 €;61,36%; 45,68 € ;34,26 €;-10,00%;57,07%; 32,36 € ;-15,00%;52,15%;3;3,20;CROSS TRAINING;;707600;"Roue fitness pro, outil d'entraînement physique en coaching ou en functional training.Roue avec pédales et poignées, intense en terme de performance cardio et de renforcement musculaire.Travail de la chaîne antérieure du corps, avec de nombreux exercices de gainage.Développe la force des abdominaux et des bras. Exercices avec les pieds ou les mains sur la roue.";;20,00%;3760223790405;août-13;0,0192296;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5000;;BODY TONE;ABDOMINAL CRUNCH - E40;Abdominales / Abdominal   (95 kg);PIECE;;1 154,00 €;10%;1 269,40 €;1 269,40 €;2 885,00 €;56,00%; 3 462,00 € ;2 235,88 €;-22,50%;43,23%; 2 091,63 € ;-27,50%;36,12%;;225,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5019;;BODY TONE;ABDOMINALS BENCH;Banco de abdominales / Abdominals  bench;PIECE;;298,00 €;10%;327,80 €;327,80 €;745,00 €;56,00%; 894,00 € ;577,38 €;-22,50%;43,23%; 540,13 € ;-27,50%;36,12%;;48,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5001;;BODY TONE;ABDUCTOR/ADUCTOR - E57;Abductor-Aductor / Inner -Outer   (71 kg);PIECE;;1 192,00 €;10%;1 311,20 €;1 311,20 €;2 980,00 €;56,00%; 3 576,00 € ;2 309,50 €;-22,50%;43,23%; 2 160,50 € ;-27,50%;36,12%;;194,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5051;;BODY TONE;ABDUCTOR/ADUCTOR - V57;Abductor - Aductor / Inner - Outer  - 75 kg;PIECE;;830,00 €;10%;913,00 €;913,00 €;2 075,00 €;56,00%; 2 490,00 € ;1 608,13 €;-22,50%;43,23%; 1 504,38 € ;-27,50%;36,12%;;212,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2626;;MUSIC STOCK;AMPLIFICATEUR LD SYSTEM XS700;AMPLIFICATEUR PEAVY PV 900;PIECE;;269,10 €;;269,10 €;269,10 €;299,00 €;10,00%; 358,80 € ;299,00 €;;10,00%;299,00 €;;10,00%;;3,30;ÉQUIPEMENT;530x316x120mm;707600;L'Amplificateur PEAVEY PV 900 fournit 600W de puissance.;;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;;TLM;ANGLE D'ACCES POUR DALLE PUZZLE;;PIECE;;7,00 €;;7,00 €;7,00 €;17,50 €;60,00%; 21,00 € ;15,75 €;-10,00%;55,56%; 14,88 € ;-15,00%;50,46%;;2,00;CROSS TRAINING;;707600;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1430;;AZUNI;ANNEAU BALLONS FITNESS ;GYM BALL STACKER;LOT DE 3;$3,89;3,54 €;15%;4,07 €;4,07 €;10,00 €;59,33%; 12,00 € ;9,50 €;-5,00%;57,19%; 9,00 € ;-10,00%;52,43%;0,28;0,32;MÉTHODES DOUCES;;707600;"A la fois support et rangement, cet anneau rangement ballon permet d’empiler les ballons de 55 à 75cm et de gagner de la place.Stable et rigide grâce à sa matière plastique et sa fermeture avec scratch solide, les ballons seront solidement rangés.Vendus par lot de 3.";;20,00%;3760223790801;août-13;0,001925542;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;550609;AMAYA;ANNEAU D'APPUI (LOT DE 12);FLAT RING;LOT DE 12;;19,20 €;10%;21,12 €;21,12 €;40,50 €;47,85%; 48,60 € ;38,48 €;-5,00%;45,11%; 36,45 € ;-10,00%;39,01%;;1,25;COACHING;Diamètre: 50cm;707600;"Ces anneaux d'appui ronds en plastique sont à poser au sol, en salle comme à l'extérieur.Ils sont destinés au coaching personnel et à la préparation physique des sportifs, avec un travail de la coordination, de la vélocité, de l'endurance et des appuis.";;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2341;1212-59;WOHLSTAND;ANNEAUX DE SUSPENSION;WOODEN RING;PAIRE;$8,20;7,45 €;15%;8,57 €;8,57 €;29,00 €;70,44%; 34,80 € ;22,48 €;-22,50%;61,86%; 21,03 € ;-27,50%;57,08%;1,3;1,50;CROSS TRAINING;Diamètre: 23,5cm, Longueur des straps: 4,5m, Largeur des straps: 2,5cm;707600;Anneaux de suspension utilisés pour les cours de crossfit et de functional training. Grande résistance. Permet de réaliser des mouvements de tractions et de dips.;;20,00%;3760223791471;févr-15;0,0050544;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4008;1212-60;WOHLSTAND;ANNEAUX DE SUSPENSION BOIS;;PAIRE;$11,50;10,45 €;15%;12,02 €;12,02 €;39,00 €;69,17%; 46,80 € ;30,23 €;-22,50%;60,22%; 28,28 € ;-27,50%;55,24%;1,5;1,70;CROSS TRAINING;;707600;;;20,00%;3760223790412;août-15;0,0050544;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4086;WX-WR3;WATERFLEX;AQUABIKE WR3;;PIECE;;577,00 €;;577,00 €;577,00 €;829,50 €;30,44%; 995,40 € ;829,50 €;;30,44%;829,50 €;;26,78%;;18,50;AQUA;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4017;WX-WR4;WATERFLEX;AQUABIKE WR4;;PIECE;;754,00 €;;754,00 €;754,00 €;1 181,25 €;36,17%; 1 417,50 € ;1 181,25 €;;36,17%;1 181,25 €;;32,81%;;22,60;AQUA;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4087;WX-WR5;WATERFLEX;AQUABIKE WR5;;PIECE;;931,00 €;;931,00 €;931,00 €;1 459,50 €;36,21%; 1 751,40 € ;1 459,50 €;;36,21%;1 459,50 €;;32,85%;;22,90;AQUA;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1435;ELN 450040;ELINA;ARC BARREL;HOLLOW ARC;PIECE;;85,00 €;10%;93,50 €;93,50 €;200,70 €;53,41%; 240,84 € ;175,61 €;-12,50%;46,76%; 165,58 € ;-17,50%;40,56%;;8,00;MÉTHODES DOUCES;54x57x18cm;707100;"L'Arc barrel est un dôme confortable permettant de travailler la mobilité de la colonne vertébrale et le renforcement de tout le corps.Il facilite une multitude de mouvements Pilates au sol et permet aussi d’apporter des variations à ces mouvements.Adapté pour les débutants et confirmés, en coaching ou en mini-cours collectif, l’arc barrel séduit tout le monde grâce à sa facilité d’utilisation et de rangement.";;20,00%;;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5037;EB12;BODY TONE;AUXILIARY PLATFORM;Banco auxiliar / Auxiliary platfrom;PIECE;;72,00 €;10%;79,20 €;79,20 €;180,00 €;56,00%; 216,00 € ;162,00 €;-10,00%;51,11%; 153,00 € ;-15,00%;45,51%;;6,00;MACHINES MUSCULATION;;707100;;;20,00%;;août-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2365;;WOHLSTAND;BAGUES STOP DISQUES 30MM;;PAIRE;$1,60;1,45 €;15%;1,67 €;1,67 €;7,90 €;78,83%; 9,48 € ;5,53 €;-30,00%;69,75%; 5,33 € ;-32,50%;66,98%;0,091;0,10;MUSCULATION;;707600;;;20,00%;3760223792232;août-15;0,00020988;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2363;1110-24;WOHLSTAND;BAGUES STOP DISQUES 50MM;RING FOR OLYMPIC BARS;PAIRE;$3,30;3,00 €;15%;3,45 €;3,45 €;15,00 €;77,00%; 18,00 € ;11,25 €;-25,00%;69,33%; 10,50 € ;-30,00%;65,41%;0,36;0,38;MUSCULATION;;707600;"Bagues haut de gamme permettant de stopper les disques sur les barres de musculation olympique, en toute sécurité.";;20,00%;3760223791488;août-13;0,00083952;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1436;1226-06;WOHLSTAND;BALANCE BOARD ;WOODEN BALANCE BOARD;PIECE;$5,38;4,89 €;15%;5,62 €;5,62 €;16,78 €;66,48%; 20,14 € ;12,59 €;-25,00%;55,31%; 11,75 € ;-30,00%;49,59%;1,4;1,60;MÉTHODES DOUCES;Diamètre: 40cm;707600;Balance board, plateau de Freeman fait en bois, idéal pour le travail de l'équilibre et de la coordination. Surface antidérapante en caoutchouc.;;20,00%;3760223792249;août-13;0,0166175;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1989;;RECORD;BALANCE CUSHION;;PIECE;$18,00;16,36 €;15%;18,82 €;18,82 €;40,00 €;52,95%; 48,00 € ;37,00 €;-7,50%;49,14%; 35,00 € ;-12,50%;43,40%;6,2;7,00;FITNESS;;707600;;;20,00%;;août-16;0,0628;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3706;CF1001 R1 ;RISING;BALL STORAGE;WALL BALL STORAGE;PIECE;$58,00;52,73 €;15%;60,64 €;60,64 €;117,00 €;48,17%; 140,40 € ;111,15 €;-5,00%;45,45%; 105,30 € ;-10,00%;39,38%;12;13,00;CROSS TRAINING;;707600;Rack de rangement pour balles Jusqu’à 3 wallballs à accrocher à la cage Upright tube 3685mm;;20,00%;3760223793574;août-14;0,034188;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1437;ASA134-7-B;AZUNI;BALLE A REACTION;REACTION BALL 7CM;PIECE;$1,01;0,92 €;15%;1,06 €;1,06 €;3,10 €;65,94%; 3,72 € ;2,09 €;-32,50%;49,54%; 2,02 € ;-35,00%;44,84%;0,09;0,11;COACHING;Taille : 7cm;707600;"Géniale pour donner un côté ludique à l'entraînement, idéale pour travailler réactivité et vitesse de course. Jetez-la et commencez la chasse après le rebond.";;20,00%;3760223792256;août-13;0,001081544;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1438;1211-46;WOHLSTAND;BALLE PICOTS ;MASSAGE BALLS 8CM;PIECE;$0,60;0,55 €;15%;0,63 €;0,63 €;2,20 €;71,49%; 2,64 € ;1,76 €;-20,00%;64,36%; 1,65 € ;-25,00%;59,98%;0,07;0,08;MÉTHODES DOUCES;Diamètre: 8cm;707600;"Balle hérisson, balle à picots pour massage, pour un travail de relaxation et de sensibilité.Favorise la circulation sanguine et stimule les zones réflexes.Décontracte les muscles du dos, des épaules et des jambes. Améliore la sensibilité de la main.";;20,00%;3760223791051;août-13;0,0006174;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439;YB2112;RISING;BALLES LESTEES 0,5KG BLEU;WEIGHTED BALL 0,5Kgs BLUE;PAIRE;$2,50;2,27 €;15%;2,61 €;2,61 €;7,40 €;64,68%; 8,88 € ;6,85 €;-7,50%;61,82%; 6,48 € ;-12,50%;57,51%;0,5;0,53;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223790351;août-13;0,007488;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1442;YB2112;RISING;BALLES LESTEES 0,5KG GRIS ;WEIGHTED BALL 0,5Kgs GREY;PAIRE;$2,50;2,27 €;15%;2,61 €;2,61 €;7,40 €;64,68%; 8,88 € ;6,85 €;-7,50%;61,82%; 6,48 € ;-12,50%;57,51%;0,5;0,53;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223790184;août-13;0,007488;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1440;YB2112;RISING;BALLES LESTEES 1,5KG BLEU ;WEIGHTED BALL 1,5Kgs BLUE;PAIRE;$3,66;3,33 €;15%;3,83 €;3,83 €;9,66 €;60,39%; 11,59 € ;8,45 €;-12,50%;54,73%; 7,97 € ;-17,50%;49,46%;1,5;3,17;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223790382;août-13;0,00816;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1443;YB2112;RISING;BALLES LESTEES 1,5KG GRIS;WEIGHTED BALL 1,5Kgs GREY;PAIRE;$3,66;3,33 €;15%;3,83 €;3,83 €;9,66 €;60,39%; 11,59 € ;8,45 €;-12,50%;54,73%; 7,97 € ;-17,50%;49,46%;1,5;3,17;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223792263;août-13;0,00816;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1441;YB2112;RISING;BALLES LESTEES 1KG BLEU;WEIGHTED BALL 1Kg BLUE;PAIRE;$2,80;2,55 €;15%;2,93 €;2,93 €;8,50 €;65,56%; 10,20 € ;7,65 €;-10,00%;61,73%; 7,23 € ;-15,00%;57,35%;1;1,10;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223790368;août-13;0,005712;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1444;YB2112;RISING;BALLES LESTEES 1KG GRIS;WEIGHTED BALL 1Kg GREY;PAIRE;$2,80;2,55 €;15%;2,93 €;2,93 €;8,50 €;65,56%; 10,20 € ;7,65 €;-10,00%;61,73%; 7,23 € ;-15,00%;57,35%;1;1,10;MÉTHODES DOUCES;;707600;Souples et agréables au toucher, ces balles lestées peuvent apporter de nombreuses variations dans les cours Pilates et de renforcement musculaire, permettant de travailler le haut du corps, les abdominaux, les obliques. Elles sont aussi utilisées pour des exercices ludiques à 1 ou plusieurs personnes : envoi, réception, portée...;;20,00%;3760223791952;août-13;0,005712;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1572;;AZUNI;BALLON FITNESS  65CM GRIS;BALLON FITNESS  65CM GRIS;PIECE;$5,41;2,73 €;15%;3,14 €;3,14 €;11,80 €;73,42%; 14,16 € ;8,56 €;-27,50%;63,34%; 8,26 € ;-30,00%;60,03%;0,5;0,60;MÉTHODES DOUCES;;707600;"Ce ballon fitness souple et résistant est indispensable pour les cours de Pilates, renforcement musculaire et fitness. Adapté pour un public débutant et confirmé, il apporte un côté ludique aux cours collectifs et coaching.Le ballon procure différentes sensations selon l’exercice effectué: son incroyable surface instable force à trouver son équilibre en se stabilisant, et le tenir entre les mains et les jambes apporte un poids supplémentaire pour plus de renforcement musculaire.";;20,00%;3760223790207;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3212;;AZUNI;BALLON FITNESS 55CM BLEU;GYM BALL 55CM;PIECE;$4,68;2,27 €;15%;2,61 €;2,61 €;10,80 €;75,80%; 12,96 € ;7,83 €;-27,50%;66,62%; 7,56 € ;-30,00%;63,61%;0,4;0,50;MÉTHODES DOUCES;;707600;"Ce ballon fitness souple et résistant est indispensable pour les cours de Pilates, renforcement musculaire et fitness. Adapté pour un public débutant et confirmé, il apporte un côté ludique aux cours collectifs et coaching.Le ballon procure différentes sensations selon l’exercice effectué: son incroyable surface instable force à trouver son équilibre en se stabilisant, et le tenir entre les mains et les jambes apporte un poids supplémentaire pour plus de renforcement musculaire.";;20,00%;3760223790085;août-13;0,0056056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2666;;AZUNI;BALLON FITNESS 55CM GRIS;BALLON FITNESS 55CM GRIS;PIECE;$4,68;2,27 €;15%;2,61 €;2,61 €;10,80 €;75,80%; 12,96 € ;7,83 €;-27,50%;66,62%; 7,56 € ;-30,00%;63,61%;0,4;0,50;MÉTHODES DOUCES;;707600;"Ce ballon fitness souple et résistant est indispensable pour les cours de Pilates, renforcement musculaire et fitness. Adapté pour un public débutant et confirmé, il apporte un côté ludique aux cours collectifs et coaching.Le ballon procure différentes sensations selon l’exercice effectué: son incroyable surface instable force à trouver son équilibre en se stabilisant, et le tenir entre les mains et les jambes apporte un poids supplémentaire pour plus de renforcement musculaire.";;20,00%;3760223790641;août-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;;AZUNI;BALLON FITNESS 65CM BLEU;GYM BALL 65CM;PIECE;$5,41;2,73 €;15%;3,14 €;3,14 €;11,80 €;73,42%; 14,16 € ;8,56 €;-27,50%;63,34%; 8,26 € ;-30,00%;60,03%;0,5;0,60;MÉTHODES DOUCES;;707600;"Ce ballon fitness souple et résistant est indispensable pour les cours de Pilates, renforcement musculaire et fitness. Adapté pour un public débutant et confirmé, il apporte un côté ludique aux cours collectifs et coaching.Le ballon procure différentes sensations selon l’exercice effectué: son incroyable surface instable force à trouver son équilibre en se stabilisant, et le tenir entre les mains et les jambes apporte un poids supplémentaire pour plus de renforcement musculaire.";;20,00%;3760223790108;août-13;0,0056056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1574;;AZUNI;BALLON FITNESS 75CM GRIS;GYM BALL 75CM;PIECE;$6,82;3,18 €;15%;3,66 €;3,66 €;12,80 €;71,41%; 15,36 € ;9,28 €;-27,50%;60,57%; 8,96 € ;-30,00%;57,01%;0,6;0,70;MÉTHODES DOUCES;;707600;"Ce ballon fitness souple et résistant est indispensable pour les cours de Pilates, renforcement musculaire et fitness. Adapté pour un public débutant et confirmé, il apporte un côté ludique aux cours collectifs et coaching.Le ballon procure différentes sensations selon l’exercice effectué: son incroyable surface instable force à trouver son équilibre en se stabilisant, et le tenir entre les mains et les jambes apporte un poids supplémentaire pour plus de renforcement musculaire.";;20,00%;3760223790115;août-13;0,0056056;;;;;;;;;;;;;;;;;;;;;;;;;;;;
